match_no,innings,ball_bowled,total_runs,total_wickets,target,required_runs,balls_remaining,run_rate,required_run_rate,wickets_remaining,result
1,1,1,0,0,158,158,119,0.0,7.966386554621849,10,1
1,1,2,0,0,158,158,118,0.0,8.033898305084746,10,1
1,1,3,0,0,158,158,117,0.0,8.102564102564102,10,1
1,1,4,0,0,158,158,116,0.0,8.172413793103448,10,1
1,1,5,1,0,158,157,115,1.2,8.191304347826087,10,1
1,1,6,1,0,158,157,114,1.0,8.263157894736842,10,1
1,1,7,1,0,158,157,113,0.8571428571428571,8.336283185840708,10,1
1,1,8,1,0,158,157,112,0.75,8.410714285714285,10,1
1,1,9,5,0,158,153,111,3.3333333333333335,8.27027027027027,10,1
1,1,10,11,0,158,147,110,6.6,8.01818181818182,10,1
1,1,11,15,0,158,143,109,8.181818181818182,7.871559633027522,10,1
1,1,12,16,0,158,142,108,8.0,7.888888888888889,10,1
1,1,13,20,0,158,138,107,9.230769230769232,7.738317757009346,10,1
1,1,14,20,1,158,138,106,8.571428571428571,7.811320754716981,9,1
1,1,15,20,1,158,138,105,8.0,7.885714285714286,9,1
1,1,16,24,1,158,134,104,9.0,7.730769230769232,9,1
1,1,17,25,1,158,133,103,8.823529411764705,7.74757281553398,9,1
1,1,18,25,1,158,133,102,8.333333333333334,7.823529411764706,9,1
1,1,19,29,1,158,129,101,9.157894736842106,7.663366336633664,9,1
1,1,20,33,1,158,125,100,9.9,7.499999999999999,9,1
1,1,21,34,1,158,124,99,9.714285714285714,7.515151515151516,9,1
1,1,21,34,1,158,124,99,9.714285714285714,7.515151515151516,9,1
1,1,22,38,1,158,120,98,10.363636363636363,7.346938775510204,9,1
1,1,23,38,1,158,120,97,9.91304347826087,7.422680412371133,9,1
1,1,24,38,1,158,120,96,9.5,7.5,9,1
1,1,25,38,1,158,120,95,9.12,7.578947368421052,9,1
1,1,26,38,2,158,120,94,8.76923076923077,7.659574468085107,8,1
1,1,27,38,2,158,120,93,8.444444444444445,7.741935483870968,8,1
1,1,28,38,2,158,120,92,8.142857142857142,7.826086956521739,8,1
1,1,29,39,2,158,119,91,8.068965517241379,7.846153846153847,8,1
1,1,30,43,2,158,115,90,8.6,7.666666666666667,8,1
1,1,31,44,2,158,114,89,8.516129032258064,7.685393258426966,8,1
1,1,32,46,2,158,112,88,8.625,7.636363636363637,8,1
1,1,33,50,2,158,108,87,9.090909090909092,7.448275862068965,8,1
1,1,34,51,2,158,107,86,9.0,7.465116279069767,8,1
1,1,35,52,2,158,106,85,8.914285714285715,7.482352941176471,8,1
1,1,36,53,2,158,105,84,8.833333333333334,7.5,8,1
1,1,37,53,3,158,105,83,8.594594594594595,7.590361445783132,7,1
1,1,38,53,3,158,105,82,8.368421052631579,7.682926829268293,7,1
1,1,39,54,3,158,104,81,8.307692307692308,7.703703703703703,7,1
1,1,40,56,3,158,102,80,8.4,7.6499999999999995,7,1
1,1,41,56,3,158,102,79,8.195121951219512,7.746835443037975,7,1
1,1,42,57,3,158,101,78,8.142857142857142,7.769230769230769,7,1
1,1,43,58,3,158,100,77,8.093023255813954,7.792207792207792,7,1
1,1,44,59,3,158,99,76,8.045454545454545,7.815789473684211,7,1
1,1,45,60,3,158,98,75,8.0,7.84,7,1
1,1,46,61,3,158,97,74,7.956521739130435,7.864864864864865,7,1
1,1,47,62,4,158,96,73,7.914893617021277,7.89041095890411,6,1
1,1,48,63,4,158,95,72,7.875,7.916666666666667,6,1
1,1,49,64,4,158,94,71,7.836734693877552,7.943661971830985,6,1
1,1,50,64,4,158,94,70,7.68,8.057142857142857,6,1
1,1,51,64,4,158,94,69,7.529411764705882,8.173913043478262,6,1
1,1,52,65,4,158,93,68,7.500000000000001,8.205882352941176,6,1
1,1,53,69,4,158,89,67,7.811320754716981,7.970149253731344,6,1
1,1,54,71,4,158,87,66,7.888888888888889,7.909090909090909,6,1
1,1,55,75,4,158,83,65,8.181818181818182,7.661538461538461,6,1
1,1,56,75,4,158,83,64,8.035714285714285,7.78125,6,1
1,1,57,75,4,158,83,63,7.894736842105263,7.904761904761905,6,1
1,1,58,75,4,158,83,62,7.758620689655173,8.032258064516128,6,1
1,1,59,76,4,158,82,61,7.728813559322034,8.065573770491804,6,1
1,1,60,77,4,158,81,60,7.7,8.1,6,1
1,1,61,78,4,158,80,59,7.672131147540984,8.135593220338983,6,1
1,1,62,78,4,158,80,58,7.548387096774193,8.275862068965518,6,1
1,1,63,79,4,158,79,57,7.523809523809524,8.31578947368421,6,1
1,1,64,80,4,158,78,56,7.5,8.357142857142856,6,1
1,1,65,82,4,158,76,55,7.569230769230769,8.290909090909091,6,1
1,1,66,83,4,158,75,54,7.545454545454546,8.333333333333334,6,1
1,1,66,84,4,158,74,54,7.636363636363637,8.222222222222221,6,1
1,1,67,86,4,158,72,53,7.701492537313433,8.150943396226415,6,1
1,1,68,87,4,158,71,52,7.6764705882352935,8.192307692307693,6,1
1,1,69,87,4,158,71,51,7.565217391304348,8.352941176470589,6,1
1,1,70,88,4,158,70,50,7.542857142857144,8.399999999999999,6,1
1,1,70,90,4,158,68,50,7.714285714285714,8.16,6,1
1,1,71,90,4,158,68,49,7.605633802816901,8.326530612244898,6,1
1,1,72,92,4,158,66,48,7.666666666666667,8.25,6,1
1,1,73,92,4,158,66,47,7.561643835616438,8.425531914893618,6,1
1,1,74,93,4,158,65,46,7.54054054054054,8.478260869565217,6,1
1,1,75,93,4,158,65,45,7.44,8.666666666666666,6,1
1,1,76,94,4,158,64,44,7.421052631578948,8.727272727272728,6,1
1,1,77,95,4,158,63,43,7.402597402597403,8.790697674418604,6,1
1,1,78,95,4,158,63,42,7.3076923076923075,9.0,6,1
1,1,79,96,4,158,62,41,7.29113924050633,9.073170731707318,6,1
1,1,80,97,4,158,61,40,7.2749999999999995,9.15,6,1
1,1,81,97,4,158,61,39,7.185185185185185,9.384615384615385,6,1
1,1,82,98,4,158,60,38,7.170731707317073,9.473684210526317,6,1
1,1,83,99,4,158,59,37,7.156626506024096,9.567567567567567,6,1
1,1,84,101,4,158,57,36,7.214285714285714,9.5,6,1
1,1,85,101,4,158,57,35,7.129411764705883,9.771428571428572,6,1
1,1,86,107,4,158,51,34,7.465116279069767,9.0,6,1
1,1,87,107,4,158,51,33,7.379310344827586,9.272727272727273,6,1
1,1,88,108,4,158,50,32,7.363636363636364,9.375,6,1
1,1,89,110,4,158,48,31,7.415730337078651,9.29032258064516,6,1
1,1,90,111,4,158,47,30,7.4,9.4,6,1
1,1,91,113,4,158,45,29,7.450549450549451,9.310344827586208,6,1
1,1,91,114,4,158,44,29,7.516483516483516,9.10344827586207,6,1
1,1,92,116,4,158,42,28,7.565217391304348,9.0,6,1
1,1,93,116,4,158,42,27,7.483870967741935,9.333333333333334,6,1
1,1,94,116,4,158,42,26,7.404255319148937,9.692307692307693,6,1
1,1,95,117,4,158,41,25,7.389473684210526,9.84,6,1
1,1,96,123,4,158,35,24,7.6875,8.75,6,1
1,1,97,123,5,158,35,23,7.608247422680412,9.130434782608695,5,1
1,1,98,124,5,158,34,22,7.591836734693878,9.272727272727273,5,1
1,1,99,125,5,158,33,21,7.575757575757576,9.428571428571429,5,1
1,1,100,125,6,158,33,20,7.499999999999999,9.9,4,1
1,1,101,126,6,158,32,19,7.485148514851486,10.105263157894738,4,1
1,1,102,126,6,158,32,18,7.411764705882353,10.666666666666666,4,1
1,1,103,127,6,158,31,17,7.398058252427184,10.941176470588236,4,1
1,1,104,127,7,158,31,16,7.3269230769230775,11.625,3,1
1,1,105,127,7,158,31,15,7.257142857142857,12.4,3,1
1,1,106,127,7,158,31,14,7.188679245283018,13.285714285714285,3,1
1,1,107,128,7,158,30,13,7.177570093457945,13.846153846153847,3,1
1,1,108,129,7,158,29,12,7.166666666666667,14.5,3,1
1,1,109,130,7,158,28,11,7.155963302752293,15.272727272727273,3,1
1,1,110,130,7,158,28,10,7.090909090909092,16.8,3,1
1,1,111,131,7,158,27,9,7.081081081081081,18.0,3,1
1,1,112,137,7,158,21,8,7.3392857142857135,15.75,3,1
1,1,113,143,7,158,15,7,7.592920353982302,12.857142857142856,3,1
1,1,114,144,7,158,14,6,7.578947368421052,14.0,3,1
1,1,115,145,8,158,13,5,7.565217391304348,15.6,2,1
1,1,116,146,8,158,12,4,7.551724137931035,18.0,2,1
1,1,117,147,8,158,11,3,7.538461538461538,22.0,2,1
1,1,117,148,8,158,10,3,7.589743589743589,20.0,2,1
1,1,118,150,8,158,8,2,7.627118644067796,24.0,2,1
1,1,119,156,8,158,2,1,7.865546218487395,12.0,2,1
1,1,120,158,8,158,0,0,7.9,0.0,2,1
1,2,1,0,0,158,158,119,0.0,7.966386554621849,10,1
1,2,2,1,0,158,157,118,3.0,7.983050847457626,10,1
1,2,3,1,0,158,157,117,2.0,8.051282051282051,10,1
1,2,4,1,0,158,157,116,1.5,8.120689655172415,10,1
1,2,5,1,0,158,157,115,1.2,8.191304347826087,10,1
1,2,6,2,0,158,156,114,2.0,8.210526315789474,10,1
1,2,7,2,0,158,156,113,1.7142857142857142,8.283185840707965,10,1
1,2,8,3,0,158,155,112,2.25,8.303571428571429,10,1
1,2,9,4,0,158,154,111,2.6666666666666665,8.324324324324325,10,1
1,2,10,4,0,158,154,110,2.4,8.4,10,1
1,2,11,5,0,158,153,109,2.7272727272727275,8.422018348623853,10,1
1,2,12,5,0,158,153,108,2.5,8.5,10,1
1,2,13,5,0,158,153,107,2.307692307692308,8.57943925233645,10,1
1,2,14,5,0,158,153,106,2.142857142857143,8.660377358490566,10,1
1,2,15,5,0,158,153,105,2.0,8.742857142857142,10,1
1,2,16,9,0,158,149,104,3.375,8.596153846153847,10,1
1,2,17,10,0,158,148,103,3.5294117647058822,8.62135922330097,10,1
1,2,18,14,0,158,144,102,4.666666666666667,8.470588235294118,10,1
1,2,19,14,0,158,144,101,4.421052631578948,8.554455445544555,10,1
1,2,20,14,0,158,144,100,4.2,8.639999999999999,10,1
1,2,21,14,0,158,144,99,4.0,8.727272727272727,10,1
1,2,22,14,0,158,144,98,3.8181818181818183,8.816326530612246,10,1
1,2,23,15,0,158,143,97,3.9130434782608696,8.845360824742267,10,1
1,2,24,15,0,158,143,96,3.75,8.9375,10,1
1,2,25,15,1,158,143,95,3.5999999999999996,9.031578947368422,9,1
1,2,26,15,1,158,143,94,3.4615384615384617,9.127659574468085,9,1
1,2,27,19,1,158,139,93,4.222222222222222,8.96774193548387,9,1
1,2,28,19,1,158,139,92,4.071428571428571,9.065217391304348,9,1
1,2,29,19,1,158,139,91,3.931034482758621,9.164835164835166,9,1
1,2,30,19,1,158,139,90,3.8,9.266666666666667,9,1
1,2,31,19,1,158,139,89,3.6774193548387095,9.370786516853933,9,1
1,2,32,23,1,158,135,88,4.3125,9.204545454545455,9,1
1,2,33,23,1,158,135,87,4.181818181818182,9.310344827586206,9,1
1,2,34,24,1,158,134,86,4.235294117647059,9.348837209302324,9,1
1,2,35,24,1,158,134,85,4.114285714285715,9.458823529411765,9,1
1,2,36,24,1,158,134,84,4.0,9.571428571428571,9,1
1,2,37,24,1,158,134,83,3.8918918918918917,9.686746987951807,9,1
1,2,38,28,1,158,130,82,4.421052631578948,9.512195121951219,9,1
1,2,39,28,1,158,130,81,4.3076923076923075,9.62962962962963,9,1
1,2,40,29,1,158,129,80,4.35,9.674999999999999,9,1
1,2,41,30,1,158,128,79,4.390243902439025,9.721518987341772,9,1
1,2,42,32,1,158,126,78,4.571428571428571,9.692307692307692,9,1
1,2,43,33,1,158,125,77,4.604651162790698,9.74025974025974,9,1
1,2,44,34,1,158,124,76,4.636363636363637,9.789473684210527,9,1
1,2,45,36,1,158,122,75,4.8,9.76,9,1
1,2,46,37,1,158,121,74,4.826086956521739,9.81081081081081,9,1
1,2,47,43,1,158,115,73,5.48936170212766,9.452054794520548,9,1
1,2,48,43,1,158,115,72,5.375,9.583333333333334,9,1
1,2,49,43,2,158,115,71,5.26530612244898,9.71830985915493,8,1
1,2,50,43,2,158,115,70,5.159999999999999,9.857142857142858,8,1
1,2,51,44,2,158,114,69,5.176470588235294,9.91304347826087,8,1
1,2,52,45,2,158,113,68,5.1923076923076925,9.970588235294118,8,1
1,2,53,45,2,158,113,67,5.094339622641509,10.119402985074627,8,1
1,2,54,45,2,158,113,66,5.0,10.272727272727273,8,1
1,2,55,46,2,158,112,65,5.0181818181818185,10.338461538461537,8,1
1,2,56,47,2,158,111,64,5.035714285714286,10.40625,8,1
1,2,57,47,2,158,111,63,4.947368421052632,10.571428571428571,8,1
1,2,58,48,2,158,110,62,4.9655172413793105,10.64516129032258,8,1
1,2,59,48,2,158,110,61,4.881355932203389,10.819672131147541,8,1
1,2,60,48,2,158,110,60,4.8,11.0,8,1
1,2,61,48,2,158,110,59,4.721311475409836,11.1864406779661,8,1
1,2,62,49,2,158,109,58,4.741935483870967,11.275862068965518,8,1
1,2,63,53,2,158,105,57,5.0476190476190474,11.052631578947368,8,1
1,2,64,59,2,158,99,56,5.53125,10.607142857142856,8,1
1,2,65,59,2,158,99,55,5.4461538461538455,10.8,8,1
1,2,66,59,2,158,99,54,5.363636363636363,11.0,8,1
1,2,67,59,2,158,99,53,5.283582089552239,11.20754716981132,8,1
1,2,68,61,2,158,97,52,5.38235294117647,11.192307692307693,8,1
1,2,69,62,2,158,96,51,5.391304347826087,11.294117647058824,8,1
1,2,70,66,2,158,92,50,5.6571428571428575,11.04,8,1
1,2,71,66,2,158,92,49,5.577464788732394,11.26530612244898,8,1
1,2,72,67,2,158,91,48,5.583333333333333,11.375,8,1
1,2,72,67,2,158,91,48,5.583333333333333,11.375,8,1
1,2,73,69,2,158,89,47,5.671232876712329,11.361702127659575,8,1
1,2,74,69,2,158,89,46,5.594594594594595,11.608695652173912,8,1
1,2,75,70,2,158,88,45,5.6,11.733333333333333,8,1
1,2,76,71,2,158,87,44,5.605263157894737,11.863636363636363,8,1
1,2,77,72,2,158,86,43,5.6103896103896105,12.0,8,1
1,2,78,74,2,158,84,42,5.6923076923076925,12.0,8,1
1,2,79,75,2,158,83,41,5.69620253164557,12.146341463414634,8,1
1,2,80,75,3,158,83,40,5.625,12.45,7,1
1,2,81,76,3,158,82,39,5.62962962962963,12.615384615384615,7,1
1,2,82,77,3,158,81,38,5.634146341463415,12.789473684210527,7,1
1,2,83,78,3,158,80,37,5.63855421686747,12.972972972972972,7,1
1,2,84,78,3,158,80,36,5.571428571428571,13.333333333333334,7,1
1,2,85,82,3,158,76,35,5.788235294117647,13.028571428571428,7,1
1,2,86,84,3,158,74,34,5.8604651162790695,13.058823529411764,7,1
1,2,87,85,3,158,73,33,5.862068965517241,13.272727272727273,7,1
1,2,88,89,3,158,69,32,6.068181818181818,12.9375,7,1
1,2,89,90,3,158,68,31,6.067415730337078,13.161290322580644,7,1
1,2,90,91,3,158,67,30,6.066666666666666,13.4,7,1
1,2,91,91,3,158,67,29,6.0,13.862068965517242,7,1
1,2,92,97,3,158,61,28,6.326086956521739,13.071428571428571,7,1
1,2,93,101,3,158,57,27,6.516129032258065,12.666666666666666,7,1
1,2,94,102,3,158,56,26,6.51063829787234,12.923076923076923,7,1
1,2,95,102,3,158,56,25,6.442105263157894,13.44,7,1
1,2,96,106,3,158,52,24,6.625,13.0,7,1
1,2,97,108,3,158,50,23,6.68041237113402,13.043478260869565,7,1
1,2,98,108,4,158,50,22,6.612244897959184,13.636363636363637,6,1
1,2,99,111,4,158,47,21,6.7272727272727275,13.428571428571429,6,1
1,2,100,115,4,158,43,20,6.8999999999999995,12.899999999999999,6,1
1,2,101,117,4,158,41,19,6.950495049504951,12.947368421052632,6,1
1,2,102,120,4,158,38,18,7.0588235294117645,12.666666666666666,6,1
1,2,103,120,4,158,38,17,6.990291262135922,13.411764705882351,6,1
1,2,104,120,4,158,38,16,6.923076923076923,14.25,6,1
1,2,105,122,4,158,36,15,6.9714285714285715,14.4,6,1
1,2,106,122,4,158,36,14,6.90566037735849,15.428571428571427,6,1
1,2,107,128,4,158,30,13,7.177570093457945,13.846153846153847,6,1
1,2,108,129,4,158,29,12,7.166666666666667,14.5,6,1
1,2,109,130,4,158,28,11,7.155963302752293,15.272727272727273,6,1
1,2,110,130,5,158,28,10,7.090909090909092,16.8,5,1
1,2,111,130,6,158,28,9,7.027027027027027,18.666666666666668,4,1
1,2,112,135,6,158,23,8,7.232142857142857,17.25,4,1
1,2,112,136,6,158,22,8,7.285714285714286,16.5,4,1
1,2,113,136,6,158,22,7,7.221238938053098,18.857142857142858,4,1
1,2,114,136,6,158,22,6,7.157894736842105,22.0,4,1
1,2,115,137,6,158,21,5,7.147826086956521,25.2,4,1
1,2,116,138,6,158,20,4,7.137931034482759,30.0,4,1
1,2,117,138,6,158,20,3,7.076923076923077,40.0,4,1
1,2,118,138,6,158,20,2,7.016949152542373,60.0,4,1
1,2,119,140,6,158,18,1,7.058823529411765,108.0,4,1
1,2,120,144,6,158,14,0,7.2,0.0,4,1
2,1,1,4,0,170,166,119,24.0,8.369747899159664,10,1
2,1,2,4,0,170,166,118,12.0,8.440677966101694,10,1
2,1,3,5,0,170,165,117,10.0,8.461538461538462,10,1
2,1,4,5,0,170,165,116,7.5,8.53448275862069,10,1
2,1,5,6,0,170,164,115,7.199999999999999,8.556521739130435,10,1
2,1,6,8,0,170,162,114,8.0,8.526315789473685,10,1
2,1,7,8,0,170,162,113,6.857142857142857,8.601769911504425,10,1
2,1,8,14,0,170,156,112,10.5,8.357142857142856,10,1
2,1,9,18,0,170,152,111,12.0,8.216216216216216,10,1
2,1,10,19,0,170,151,110,11.4,8.236363636363636,10,1
2,1,11,20,0,170,150,109,10.90909090909091,8.256880733944953,10,1
2,1,12,21,0,170,149,108,10.5,8.277777777777779,10,1
2,1,13,21,0,170,149,107,9.692307692307693,8.355140186915888,10,1
2,1,14,21,0,170,149,106,9.0,8.433962264150942,10,1
2,1,15,21,0,170,149,105,8.4,8.514285714285714,10,1
2,1,16,25,0,170,145,104,9.375,8.365384615384617,10,1
2,1,17,25,1,170,145,103,8.823529411764705,8.446601941747572,9,1
2,1,18,26,1,170,144,102,8.666666666666666,8.470588235294118,9,1
2,1,19,26,1,170,144,101,8.210526315789474,8.554455445544555,9,1
2,1,20,27,1,170,143,100,8.1,8.58,9,1
2,1,21,27,1,170,143,99,7.714285714285714,8.666666666666666,9,1
2,1,22,33,1,170,137,98,9.0,8.387755102040817,9,1
2,1,23,33,1,170,137,97,8.608695652173912,8.474226804123711,9,1
2,1,24,34,1,170,136,96,8.5,8.5,9,1
2,1,25,34,1,170,136,95,8.16,8.589473684210526,9,1
2,1,26,34,1,170,136,94,7.846153846153847,8.680851063829788,9,1
2,1,27,34,1,170,136,93,7.555555555555555,8.774193548387096,9,1
2,1,28,35,1,170,135,92,7.499999999999999,8.804347826086957,9,1
2,1,29,36,1,170,134,91,7.448275862068966,8.835164835164836,9,1
2,1,30,36,1,170,134,90,7.2,8.933333333333334,9,1
2,1,31,37,1,170,133,89,7.161290322580645,8.96629213483146,9,1
2,1,32,38,1,170,132,88,7.125,9.0,9,1
2,1,33,39,1,170,131,87,7.090909090909091,9.03448275862069,9,1
2,1,34,40,1,170,130,86,7.0588235294117645,9.069767441860465,9,1
2,1,35,41,1,170,129,85,7.028571428571429,9.105882352941176,9,1
2,1,36,41,1,170,129,84,6.833333333333333,9.214285714285714,9,1
2,1,37,41,1,170,129,83,6.648648648648648,9.325301204819276,9,1
2,1,38,45,1,170,125,82,7.105263157894737,9.146341463414634,9,1
2,1,39,45,1,170,125,81,6.923076923076923,9.25925925925926,9,1
2,1,40,45,1,170,125,80,6.75,9.375,9,1
2,1,41,46,1,170,124,79,6.731707317073171,9.417721518987342,9,1
2,1,42,47,1,170,123,78,6.714285714285714,9.461538461538462,9,1
2,1,43,48,1,170,122,77,6.697674418604651,9.506493506493506,9,1
2,1,44,50,1,170,120,76,6.818181818181818,9.473684210526317,9,1
2,1,45,50,1,170,120,75,6.666666666666667,9.6,9,1
2,1,46,51,1,170,119,74,6.652173913043478,9.648648648648647,9,1
2,1,47,52,1,170,118,73,6.638297872340425,9.698630136986301,9,1
2,1,48,58,1,170,112,72,7.25,9.333333333333334,9,1
2,1,49,59,1,170,111,71,7.224489795918368,9.380281690140844,9,1
2,1,50,59,1,170,111,70,7.079999999999999,9.514285714285714,9,1
2,1,51,65,1,170,105,69,7.647058823529412,9.130434782608695,9,1
2,1,52,71,1,170,99,68,8.192307692307693,8.735294117647058,9,1
2,1,53,72,1,170,98,67,8.150943396226415,8.776119402985076,9,1
2,1,54,73,1,170,97,66,8.11111111111111,8.818181818181818,9,1
2,1,55,74,1,170,96,65,8.072727272727274,8.86153846153846,9,1
2,1,56,74,1,170,96,64,7.928571428571428,9.0,9,1
2,1,57,75,1,170,95,63,7.894736842105263,9.047619047619047,9,1
2,1,58,75,1,170,95,62,7.758620689655173,9.193548387096774,9,1
2,1,59,75,1,170,95,61,7.627118644067796,9.344262295081968,9,1
2,1,60,79,1,170,91,60,7.9,9.1,9,1
2,1,61,80,1,170,90,59,7.868852459016394,9.152542372881355,9,1
2,1,62,82,1,170,88,58,7.935483870967741,9.10344827586207,9,1
2,1,63,83,1,170,87,57,7.904761904761905,9.157894736842104,9,1
2,1,64,87,1,170,83,56,8.15625,8.892857142857142,9,1
2,1,65,87,1,170,83,55,8.03076923076923,9.054545454545455,9,1
2,1,66,88,1,170,82,54,8.0,9.11111111111111,9,1
2,1,67,90,1,170,80,53,8.059701492537314,9.056603773584905,9,1
2,1,68,91,1,170,79,52,8.029411764705882,9.115384615384617,9,1
2,1,69,94,1,170,76,51,8.173913043478262,8.941176470588236,9,1
2,1,70,95,1,170,75,50,8.142857142857144,9.0,9,1
2,1,71,96,1,170,74,49,8.112676056338028,9.061224489795919,9,1
2,1,72,96,1,170,74,48,8.0,9.25,9,1
2,1,73,97,1,170,73,47,7.972602739726028,9.319148936170214,9,1
2,1,74,101,1,170,69,46,8.18918918918919,9.0,9,1
2,1,75,102,1,170,68,45,8.16,9.066666666666666,9,1
2,1,76,103,1,170,67,44,8.131578947368421,9.136363636363637,9,1
2,1,77,107,1,170,63,43,8.337662337662337,8.790697674418604,9,1
2,1,78,107,2,170,63,42,8.23076923076923,9.0,8,1
2,1,79,108,2,170,62,41,8.202531645569621,9.073170731707318,8,1
2,1,80,109,2,170,61,40,8.174999999999999,9.15,8,1
2,1,81,110,2,170,60,39,8.148148148148149,9.23076923076923,8,1
2,1,82,110,2,170,60,38,8.048780487804878,9.473684210526317,8,1
2,1,83,110,2,170,60,37,7.951807228915662,9.72972972972973,8,1
2,1,84,114,2,170,56,36,8.142857142857142,9.333333333333334,8,1
2,1,85,115,2,170,55,35,8.117647058823529,9.428571428571429,8,1
2,1,86,116,2,170,54,34,8.093023255813954,9.529411764705882,8,1
2,1,87,117,2,170,53,33,8.068965517241379,9.636363636363637,8,1
2,1,88,118,2,170,52,32,8.045454545454545,9.75,8,1
2,1,89,119,2,170,51,31,8.02247191011236,9.870967741935484,8,1
2,1,90,120,2,170,50,30,8.0,10.0,8,1
2,1,91,121,2,170,49,29,7.978021978021978,10.13793103448276,8,1
2,1,92,122,2,170,48,28,7.956521739130435,10.285714285714285,8,1
2,1,92,123,2,170,47,28,8.021739130434783,10.071428571428571,8,1
2,1,92,124,2,170,46,28,8.08695652173913,9.857142857142856,8,1
2,1,93,125,2,170,45,27,8.064516129032258,10.0,8,1
2,1,94,126,2,170,44,26,8.042553191489363,10.153846153846155,8,1
2,1,95,128,2,170,42,25,8.08421052631579,10.08,8,1
2,1,96,128,3,170,42,24,8.0,10.5,7,1
2,1,97,129,3,170,41,23,7.979381443298968,10.695652173913043,7,1
2,1,98,129,3,170,41,22,7.89795918367347,11.181818181818182,7,1
2,1,99,131,3,170,39,21,7.9393939393939394,11.142857142857142,7,1
2,1,100,131,3,170,39,20,7.859999999999999,11.7,7,1
2,1,101,131,3,170,39,19,7.782178217821783,12.31578947368421,7,1
2,1,102,132,3,170,38,18,7.764705882352941,12.666666666666666,7,1
2,1,102,133,3,170,37,18,7.823529411764706,12.333333333333334,7,1
2,1,103,133,4,170,37,17,7.74757281553398,13.058823529411764,6,1
2,1,104,135,4,170,35,16,7.788461538461539,13.125,6,1
2,1,105,136,4,170,34,15,7.771428571428571,13.6,6,1
2,1,106,137,4,170,33,14,7.754716981132075,14.142857142857142,6,1
2,1,107,138,4,170,32,13,7.738317757009346,14.76923076923077,6,1
2,1,108,142,4,170,28,12,7.888888888888889,14.0,6,1
2,1,109,144,4,170,26,11,7.9266055045871555,14.181818181818182,6,1
2,1,110,145,4,170,25,10,7.909090909090909,15.0,6,1
2,1,111,146,4,170,24,9,7.891891891891892,16.0,6,1
2,1,112,147,4,170,23,8,7.874999999999999,17.25,6,1
2,1,113,151,4,170,19,7,8.017699115044248,16.285714285714285,6,1
2,1,114,155,4,170,15,6,8.157894736842104,15.0,6,1
2,1,115,157,4,170,13,5,8.191304347826087,15.6,6,1
2,1,116,158,5,170,12,4,8.172413793103448,18.0,5,1
2,1,116,160,5,170,10,4,8.275862068965518,15.0,5,1
2,1,117,161,5,170,9,3,8.256410256410257,18.0,5,1
2,1,117,165,5,170,5,3,8.461538461538462,10.0,5,1
2,1,118,166,5,170,4,2,8.440677966101694,12.0,5,1
2,1,118,167,5,170,3,2,8.491525423728813,9.0,5,1
2,1,119,169,5,170,1,1,8.521008403361344,6.0,5,1
2,1,120,170,5,170,0,0,8.5,0.0,5,1
2,2,1,0,0,170,170,119,0.0,8.571428571428571,10,1
2,2,2,0,0,170,170,118,0.0,8.64406779661017,10,1
2,2,3,0,0,170,170,117,0.0,8.717948717948717,10,1
2,2,4,0,0,170,170,116,0.0,8.793103448275863,10,1
2,2,5,1,0,170,169,115,1.2,8.817391304347826,10,1
2,2,6,2,0,170,168,114,2.0,8.842105263157896,10,1
2,2,7,2,0,170,168,113,1.7142857142857142,8.920353982300886,10,1
2,2,8,2,0,170,168,112,1.5,9.0,10,1
2,2,9,3,0,170,167,111,2.0,9.027027027027026,10,1
2,2,10,4,0,170,166,110,2.4,9.054545454545455,10,1
2,2,10,8,0,170,162,110,4.8,8.836363636363638,10,1
2,2,11,9,0,170,161,109,4.909090909090909,8.862385321100916,10,1
2,2,11,10,0,170,160,109,5.454545454545455,8.807339449541283,10,1
2,2,12,10,0,170,160,108,5.0,8.88888888888889,10,1
2,2,13,11,0,170,159,107,5.0769230769230775,8.915887850467291,10,1
2,2,14,15,0,170,155,106,6.428571428571428,8.773584905660377,10,1
2,2,15,15,0,170,155,105,6.0,8.857142857142858,10,1
2,2,16,15,0,170,155,104,5.625,8.942307692307693,10,1
2,2,17,17,0,170,153,103,6.0,8.9126213592233,10,1
2,2,18,23,0,170,147,102,7.666666666666667,8.647058823529411,10,1
2,2,19,23,0,170,147,101,7.2631578947368425,8.732673267326733,10,1
2,2,20,27,0,170,143,100,8.1,8.58,10,1
2,2,21,27,0,170,143,99,7.714285714285714,8.666666666666666,10,1
2,2,22,31,0,170,139,98,8.454545454545455,8.510204081632654,10,1
2,2,23,35,0,170,135,97,9.130434782608695,8.350515463917525,10,1
2,2,24,35,0,170,135,96,8.75,8.4375,10,1
2,2,25,35,0,170,135,95,8.399999999999999,8.526315789473683,10,1
2,2,26,39,0,170,131,94,9.0,8.361702127659575,10,1
2,2,27,40,0,170,130,93,8.88888888888889,8.387096774193548,10,1
2,2,28,44,0,170,126,92,9.428571428571429,8.217391304347826,10,1
2,2,29,49,0,170,121,91,10.13793103448276,7.978021978021978,10,1
2,2,29,49,0,170,121,91,10.13793103448276,7.978021978021978,10,1
2,2,30,53,0,170,117,90,10.6,7.8,10,1
2,2,31,53,0,170,117,89,10.258064516129032,7.8876404494382015,10,1
2,2,32,53,0,170,117,88,9.9375,7.9772727272727275,10,1
